row_index,sequence_id,label,group_id,fold_id,split_policy,group_size,grouping_method
1234,legacy_bbb_001235,0,combined_similarity_01234,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1235,legacy_bbb_001236,0,combined_similarity_01235,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1236,legacy_bbb_001237,0,combined_similarity_01236,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1237,legacy_bbb_001238,0,combined_similarity_01237,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1238,legacy_bbb_001239,0,combined_similarity_01238,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1239,legacy_bbb_001240,0,combined_similarity_01239,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1240,legacy_bbb_001241,0,combined_similarity_01240,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1241,legacy_bbb_001242,0,combined_similarity_01241,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1242,legacy_bbb_001243,0,combined_similarity_01242,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1243,legacy_bbb_001244,0,combined_similarity_01243,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1244,legacy_bbb_001245,0,combined_similarity_01244,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1245,legacy_bbb_001246,0,combined_similarity_01245,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1246,legacy_bbb_001247,0,combined_similarity_01246,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1247,legacy_bbb_001248,0,combined_similarity_01247,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1248,legacy_bbb_001249,0,combined_similarity_01248,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1249,legacy_bbb_001250,0,combined_similarity_01249,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1250,legacy_bbb_001251,0,combined_similarity_01250,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1251,legacy_bbb_001252,0,combined_similarity_01251,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1252,legacy_bbb_001253,0,combined_similarity_01252,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1253,legacy_bbb_001254,0,combined_similarity_01253,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1254,legacy_bbb_001255,0,combined_similarity_01254,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1255,legacy_bbb_001256,0,combined_similarity_01255,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1256,legacy_bbb_001257,0,combined_similarity_01256,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1257,legacy_bbb_001258,0,combined_similarity_01257,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1258,legacy_bbb_001259,0,combined_similarity_01258,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1259,legacy_bbb_001260,0,combined_similarity_01259,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1260,legacy_bbb_001261,0,combined_similarity_01260,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1261,legacy_bbb_001262,0,combined_similarity_01261,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1262,legacy_bbb_001263,0,combined_similarity_01262,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1263,legacy_bbb_001264,0,combined_similarity_01263,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1264,legacy_bbb_001265,0,combined_similarity_01264,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1265,legacy_bbb_001266,0,combined_similarity_01265,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1266,legacy_bbb_001267,0,combined_similarity_01266,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1267,legacy_bbb_001268,0,combined_similarity_01267,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1268,legacy_bbb_001269,0,combined_similarity_01268,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1269,legacy_bbb_001270,0,combined_similarity_01269,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1270,legacy_bbb_001271,0,combined_similarity_01270,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1271,legacy_bbb_001272,0,combined_similarity_01271,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1272,legacy_bbb_001273,0,combined_similarity_01272,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1273,legacy_bbb_001274,0,combined_similarity_01273,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1274,legacy_bbb_001275,0,combined_similarity_01274,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1275,legacy_bbb_001276,0,combined_similarity_01275,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1276,legacy_bbb_001277,0,combined_similarity_01276,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1277,legacy_bbb_001278,0,combined_similarity_01277,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1278,legacy_bbb_001279,0,combined_similarity_01278,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1279,legacy_bbb_001280,0,combined_similarity_01279,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1280,legacy_bbb_001281,0,combined_similarity_01280,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1281,legacy_bbb_001282,0,combined_similarity_01281,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1282,legacy_bbb_001283,0,combined_similarity_01282,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1283,legacy_bbb_001284,0,combined_similarity_01283,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1284,legacy_bbb_001285,0,combined_similarity_01284,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1285,legacy_bbb_001286,0,combined_similarity_01285,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1286,legacy_bbb_001287,0,combined_similarity_01286,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1287,legacy_bbb_001288,0,combined_similarity_01287,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1288,legacy_bbb_001289,0,combined_similarity_01288,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1289,legacy_bbb_001290,0,combined_similarity_01289,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1290,legacy_bbb_001291,0,combined_similarity_01290,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1291,legacy_bbb_001292,0,combined_similarity_01291,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1292,legacy_bbb_001293,0,combined_similarity_01292,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1293,legacy_bbb_001294,0,combined_similarity_01293,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1294,legacy_bbb_001295,0,combined_similarity_01294,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1295,legacy_bbb_001296,0,combined_similarity_01295,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1296,legacy_bbb_001297,0,combined_similarity_01296,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1297,legacy_bbb_001298,0,combined_similarity_01297,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1298,legacy_bbb_001299,0,combined_similarity_01298,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1299,legacy_bbb_001300,0,combined_similarity_01299,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1300,legacy_bbb_001301,0,combined_similarity_01300,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1301,legacy_bbb_001302,0,combined_similarity_01301,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1302,legacy_bbb_001303,0,combined_similarity_01302,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1303,legacy_bbb_001304,0,combined_similarity_01303,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1304,legacy_bbb_001305,0,combined_similarity_01304,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1305,legacy_bbb_001306,0,combined_similarity_01305,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1306,legacy_bbb_001307,0,combined_similarity_01306,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1307,legacy_bbb_001308,0,combined_similarity_01307,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1308,legacy_bbb_001309,0,combined_similarity_01308,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1309,legacy_bbb_001310,0,combined_similarity_01309,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1310,legacy_bbb_001311,0,combined_similarity_01310,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1311,legacy_bbb_001312,0,combined_similarity_01311,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1312,legacy_bbb_001313,0,combined_similarity_01312,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1313,legacy_bbb_001314,0,combined_similarity_01313,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1314,legacy_bbb_001315,0,combined_similarity_01314,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1315,legacy_bbb_001316,0,combined_similarity_01315,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1316,legacy_bbb_001317,0,combined_similarity_01316,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1317,legacy_bbb_001318,0,combined_similarity_01317,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1318,legacy_bbb_001319,0,combined_similarity_01318,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1319,legacy_bbb_001320,0,combined_similarity_01319,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1320,legacy_bbb_001321,0,combined_similarity_01320,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1321,legacy_bbb_001322,0,combined_similarity_01321,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1322,legacy_bbb_001323,0,combined_similarity_01322,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1323,legacy_bbb_001324,0,combined_similarity_01323,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1324,legacy_bbb_001325,0,combined_similarity_01324,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1325,legacy_bbb_001326,0,combined_similarity_01325,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1326,legacy_bbb_001327,0,combined_similarity_01326,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1327,legacy_bbb_001328,0,combined_similarity_01327,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1328,legacy_bbb_001329,0,combined_similarity_01328,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1329,legacy_bbb_001330,0,combined_similarity_01329,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1330,legacy_bbb_001331,0,combined_similarity_01330,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1331,legacy_bbb_001332,0,combined_similarity_01331,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1332,legacy_bbb_001333,0,combined_similarity_01332,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1333,legacy_bbb_001334,0,combined_similarity_01333,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1334,legacy_bbb_001335,0,combined_similarity_01334,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1335,legacy_bbb_001336,0,combined_similarity_01335,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1336,legacy_bbb_001337,0,combined_similarity_01336,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1337,legacy_bbb_001338,0,combined_similarity_01337,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1338,legacy_bbb_001339,0,combined_similarity_01338,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1339,legacy_bbb_001340,0,combined_similarity_01339,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1340,legacy_bbb_001341,0,combined_similarity_01340,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1341,legacy_bbb_001342,0,combined_similarity_01341,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1342,legacy_bbb_001343,0,combined_similarity_01342,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1343,legacy_bbb_001344,0,combined_similarity_01343,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1344,legacy_bbb_001345,0,combined_similarity_01344,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1345,legacy_bbb_001346,0,combined_similarity_01345,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1346,legacy_bbb_001347,0,combined_similarity_01346,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1347,legacy_bbb_001348,0,combined_similarity_01347,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1348,legacy_bbb_001349,0,combined_similarity_01348,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1349,legacy_bbb_001350,0,combined_similarity_01349,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1350,legacy_bbb_001351,0,combined_similarity_01350,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1351,legacy_bbb_001352,0,combined_similarity_01351,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1352,legacy_bbb_001353,0,combined_similarity_01352,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1353,legacy_bbb_001354,0,combined_similarity_01353,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1354,legacy_bbb_001355,0,combined_similarity_01354,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1355,legacy_bbb_001356,0,combined_similarity_01355,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1356,legacy_bbb_001357,0,combined_similarity_01356,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1357,legacy_bbb_001358,0,combined_similarity_01357,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1358,legacy_bbb_001359,0,combined_similarity_01358,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1359,legacy_bbb_001360,0,combined_similarity_01359,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1360,legacy_bbb_001361,0,combined_similarity_01360,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1361,legacy_bbb_001362,0,combined_similarity_01361,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1362,legacy_bbb_001363,0,combined_similarity_01362,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1363,legacy_bbb_001364,0,combined_similarity_01363,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1364,legacy_bbb_001365,0,combined_similarity_01364,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1365,legacy_bbb_001366,0,combined_similarity_01365,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1366,legacy_bbb_001367,0,combined_similarity_01366,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1367,legacy_bbb_001368,0,combined_similarity_01367,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1368,legacy_bbb_001369,0,combined_similarity_01368,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1369,legacy_bbb_001370,0,combined_similarity_01369,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1370,legacy_bbb_001371,0,combined_similarity_01370,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1371,legacy_bbb_001372,0,combined_similarity_01371,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1372,legacy_bbb_001373,0,combined_similarity_01372,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1373,legacy_bbb_001374,0,combined_similarity_01373,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1374,legacy_bbb_001375,0,combined_similarity_01374,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1375,legacy_bbb_001376,0,combined_similarity_01375,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1376,legacy_bbb_001377,0,combined_similarity_01376,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1377,legacy_bbb_001378,0,combined_similarity_01377,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1378,legacy_bbb_001379,0,combined_similarity_01378,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1379,legacy_bbb_001380,0,combined_similarity_01379,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1380,legacy_bbb_001381,0,combined_similarity_01380,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1381,legacy_bbb_001382,0,combined_similarity_01381,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1382,legacy_bbb_001383,0,combined_similarity_01382,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1383,legacy_bbb_001384,0,combined_similarity_01383,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1384,legacy_bbb_001385,0,combined_similarity_01384,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1385,legacy_bbb_001386,0,combined_similarity_01385,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1386,legacy_bbb_001387,0,combined_similarity_01386,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1387,legacy_bbb_001388,0,combined_similarity_01387,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1388,legacy_bbb_001389,0,combined_similarity_01388,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1389,legacy_bbb_001390,0,combined_similarity_01389,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1390,legacy_bbb_001391,0,combined_similarity_01390,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1391,legacy_bbb_001392,0,combined_similarity_01391,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1392,legacy_bbb_001393,0,combined_similarity_01392,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1393,legacy_bbb_001394,0,combined_similarity_01393,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1394,legacy_bbb_001395,0,combined_similarity_01394,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1395,legacy_bbb_001396,0,combined_similarity_01395,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1396,legacy_bbb_001397,0,combined_similarity_01396,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1397,legacy_bbb_001398,0,combined_similarity_01397,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1398,legacy_bbb_001399,0,combined_similarity_01398,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1399,legacy_bbb_001400,0,combined_similarity_01399,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1400,legacy_bbb_001401,0,combined_similarity_01400,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1401,legacy_bbb_001402,0,combined_similarity_01401,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1402,legacy_bbb_001403,0,combined_similarity_01402,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1403,legacy_bbb_001404,0,combined_similarity_01403,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1404,legacy_bbb_001405,0,combined_similarity_01404,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1405,legacy_bbb_001406,0,combined_similarity_01405,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1406,legacy_bbb_001407,0,combined_similarity_01406,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1407,legacy_bbb_001408,0,combined_similarity_01407,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1408,legacy_bbb_001409,0,combined_similarity_01408,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1409,legacy_bbb_001410,0,combined_similarity_01409,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1410,legacy_bbb_001411,0,combined_similarity_01410,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1411,legacy_bbb_001412,0,combined_similarity_01411,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1412,legacy_bbb_001413,0,combined_similarity_01412,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1413,legacy_bbb_001414,0,combined_similarity_01413,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1414,legacy_bbb_001415,0,combined_similarity_01414,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1415,legacy_bbb_001416,0,combined_similarity_01415,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1416,legacy_bbb_001417,0,combined_similarity_01416,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1417,legacy_bbb_001418,0,combined_similarity_01417,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1418,legacy_bbb_001419,0,combined_similarity_01418,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1419,legacy_bbb_001420,0,combined_similarity_01419,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1420,legacy_bbb_001421,0,combined_similarity_01420,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1421,legacy_bbb_001422,0,combined_similarity_01421,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1422,legacy_bbb_001423,0,combined_similarity_01422,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1423,legacy_bbb_001424,0,combined_similarity_01423,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
1424,legacy_bbb_001425,0,combined_similarity_01424,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
